mix_path,first_speaker_path,second_speaker_path,duration
train\98b593b9b89f4d478b0db151c035828b\mix_audio.wav,train\98b593b9b89f4d478b0db151c035828b\first_speaker.wav,train\98b593b9b89f4d478b0db151c035828b\second_speaker.wav,16.0
train\ff7c945ba4df4d219117685b97278e01\mix_audio.wav,train\ff7c945ba4df4d219117685b97278e01\first_speaker.wav,train\ff7c945ba4df4d219117685b97278e01\second_speaker.wav,17.0
train\a35f2be2c2e74b54b0c0360746da43c3\mix_audio.wav,train\a35f2be2c2e74b54b0c0360746da43c3\first_speaker.wav,train\a35f2be2c2e74b54b0c0360746da43c3\second_speaker.wav,17.0
train\3c83cdada6ed454e877d3a1a29360068\mix_audio.wav,train\3c83cdada6ed454e877d3a1a29360068\first_speaker.wav,train\3c83cdada6ed454e877d3a1a29360068\second_speaker.wav,20.0
train\02042348845d4c3b848c76a414d4d2a0\mix_audio.wav,train\02042348845d4c3b848c76a414d4d2a0\first_speaker.wav,train\02042348845d4c3b848c76a414d4d2a0\second_speaker.wav,17.0
train\1baa90487aff4092b1bdc15c9ceb7a05\mix_audio.wav,train\1baa90487aff4092b1bdc15c9ceb7a05\first_speaker.wav,train\1baa90487aff4092b1bdc15c9ceb7a05\second_speaker.wav,17.0
train\bfe6f9d5a96e482999e29228ae612198\mix_audio.wav,train\bfe6f9d5a96e482999e29228ae612198\first_speaker.wav,train\bfe6f9d5a96e482999e29228ae612198\second_speaker.wav,17.0
train\efff843c73ea41e390105faf6bd8aad7\mix_audio.wav,train\efff843c73ea41e390105faf6bd8aad7\first_speaker.wav,train\efff843c73ea41e390105faf6bd8aad7\second_speaker.wav,17.0
train\7503858f81e445d7bdb50f9c1b490241\mix_audio.wav,train\7503858f81e445d7bdb50f9c1b490241\first_speaker.wav,train\7503858f81e445d7bdb50f9c1b490241\second_speaker.wav,16.0
train\8281f78d24004a3bb3b49001a1b09952\mix_audio.wav,train\8281f78d24004a3bb3b49001a1b09952\first_speaker.wav,train\8281f78d24004a3bb3b49001a1b09952\second_speaker.wav,18.0
train\1c4e35e409bb43da9d10fbf39e542017\mix_audio.wav,train\1c4e35e409bb43da9d10fbf39e542017\first_speaker.wav,train\1c4e35e409bb43da9d10fbf39e542017\second_speaker.wav,16.0
train\6a48e1ba315c482783da01632a3d60bd\mix_audio.wav,train\6a48e1ba315c482783da01632a3d60bd\first_speaker.wav,train\6a48e1ba315c482783da01632a3d60bd\second_speaker.wav,18.0
train\958d748c1d4546e28d877d654ef5239c\mix_audio.wav,train\958d748c1d4546e28d877d654ef5239c\first_speaker.wav,train\958d748c1d4546e28d877d654ef5239c\second_speaker.wav,15.0
train\b7fbabb4f8ce43dbb7d4689dae7587a3\mix_audio.wav,train\b7fbabb4f8ce43dbb7d4689dae7587a3\first_speaker.wav,train\b7fbabb4f8ce43dbb7d4689dae7587a3\second_speaker.wav,17.0
train\9fc1e9f7563c4baa9c110ee12dcd16d6\mix_audio.wav,train\9fc1e9f7563c4baa9c110ee12dcd16d6\first_speaker.wav,train\9fc1e9f7563c4baa9c110ee12dcd16d6\second_speaker.wav,16.0
train\b9a4d44b5f7546e197f4a50ff1478c8d\mix_audio.wav,train\b9a4d44b5f7546e197f4a50ff1478c8d\first_speaker.wav,train\b9a4d44b5f7546e197f4a50ff1478c8d\second_speaker.wav,18.0
train\fde7f2d46f5c4067a74b49085c3f2d51\mix_audio.wav,train\fde7f2d46f5c4067a74b49085c3f2d51\first_speaker.wav,train\fde7f2d46f5c4067a74b49085c3f2d51\second_speaker.wav,20.0
train\0e144765ade04646925fe1f41fb19dc2\mix_audio.wav,train\0e144765ade04646925fe1f41fb19dc2\first_speaker.wav,train\0e144765ade04646925fe1f41fb19dc2\second_speaker.wav,15.0
train\655ea7c030d64dd68366ca33e5801338\mix_audio.wav,train\655ea7c030d64dd68366ca33e5801338\first_speaker.wav,train\655ea7c030d64dd68366ca33e5801338\second_speaker.wav,18.0
train\69ade56a28e6474b8032365416a06800\mix_audio.wav,train\69ade56a28e6474b8032365416a06800\first_speaker.wav,train\69ade56a28e6474b8032365416a06800\second_speaker.wav,18.0
train\e3c4a6b46bab4fb883c40efc06b02cc0\mix_audio.wav,train\e3c4a6b46bab4fb883c40efc06b02cc0\first_speaker.wav,train\e3c4a6b46bab4fb883c40efc06b02cc0\second_speaker.wav,15.0
train\3a50e09bd71a47a8b29457d67b8e5b1d\mix_audio.wav,train\3a50e09bd71a47a8b29457d67b8e5b1d\first_speaker.wav,train\3a50e09bd71a47a8b29457d67b8e5b1d\second_speaker.wav,17.0
train\67abe126b76842d98a54fe87cdc8e131\mix_audio.wav,train\67abe126b76842d98a54fe87cdc8e131\first_speaker.wav,train\67abe126b76842d98a54fe87cdc8e131\second_speaker.wav,17.0
train\31ceab2e17ec411181d3599011dd8373\mix_audio.wav,train\31ceab2e17ec411181d3599011dd8373\first_speaker.wav,train\31ceab2e17ec411181d3599011dd8373\second_speaker.wav,18.0
train\1ee5e632afca45fa923233f957fb4336\mix_audio.wav,train\1ee5e632afca45fa923233f957fb4336\first_speaker.wav,train\1ee5e632afca45fa923233f957fb4336\second_speaker.wav,15.0
train\3bae64c0525e4f6281df2112a04d806c\mix_audio.wav,train\3bae64c0525e4f6281df2112a04d806c\first_speaker.wav,train\3bae64c0525e4f6281df2112a04d806c\second_speaker.wav,20.0
train\e88d223ec74e4ccb966d32d871b50b27\mix_audio.wav,train\e88d223ec74e4ccb966d32d871b50b27\first_speaker.wav,train\e88d223ec74e4ccb966d32d871b50b27\second_speaker.wav,18.0
train\9932f749869c45029001d13fd422f649\mix_audio.wav,train\9932f749869c45029001d13fd422f649\first_speaker.wav,train\9932f749869c45029001d13fd422f649\second_speaker.wav,17.0
train\434e79eb55e24057b5db6761cdd9312d\mix_audio.wav,train\434e79eb55e24057b5db6761cdd9312d\first_speaker.wav,train\434e79eb55e24057b5db6761cdd9312d\second_speaker.wav,17.0
train\ca896cfe2df843b883137184b46d5e26\mix_audio.wav,train\ca896cfe2df843b883137184b46d5e26\first_speaker.wav,train\ca896cfe2df843b883137184b46d5e26\second_speaker.wav,16.0
train\621c4e782dc44f24a80a88a48c8cf631\mix_audio.wav,train\621c4e782dc44f24a80a88a48c8cf631\first_speaker.wav,train\621c4e782dc44f24a80a88a48c8cf631\second_speaker.wav,18.0
train\939c20fd62c9407bbd816da64dd9692c\mix_audio.wav,train\939c20fd62c9407bbd816da64dd9692c\first_speaker.wav,train\939c20fd62c9407bbd816da64dd9692c\second_speaker.wav,20.0
train\cc1b53c3645740bcaaeb986b2f95337d\mix_audio.wav,train\cc1b53c3645740bcaaeb986b2f95337d\first_speaker.wav,train\cc1b53c3645740bcaaeb986b2f95337d\second_speaker.wav,18.0
train\b02b8ac003314bb093b4836dafc1a201\mix_audio.wav,train\b02b8ac003314bb093b4836dafc1a201\first_speaker.wav,train\b02b8ac003314bb093b4836dafc1a201\second_speaker.wav,20.0
train\e3fb68d98e4e4e1898b0baaf484fb3a3\mix_audio.wav,train\e3fb68d98e4e4e1898b0baaf484fb3a3\first_speaker.wav,train\e3fb68d98e4e4e1898b0baaf484fb3a3\second_speaker.wav,16.0
train\6f7a0379d0e94088affae6ad181a2eb2\mix_audio.wav,train\6f7a0379d0e94088affae6ad181a2eb2\first_speaker.wav,train\6f7a0379d0e94088affae6ad181a2eb2\second_speaker.wav,15.0
train\e0c8611192a74032ba0b2826a6a7fbca\mix_audio.wav,train\e0c8611192a74032ba0b2826a6a7fbca\first_speaker.wav,train\e0c8611192a74032ba0b2826a6a7fbca\second_speaker.wav,20.0
train\f881392243664bff8d4203af18fa893c\mix_audio.wav,train\f881392243664bff8d4203af18fa893c\first_speaker.wav,train\f881392243664bff8d4203af18fa893c\second_speaker.wav,15.0
train\daf86e95ee384fae9bc3b5f4caceb16d\mix_audio.wav,train\daf86e95ee384fae9bc3b5f4caceb16d\first_speaker.wav,train\daf86e95ee384fae9bc3b5f4caceb16d\second_speaker.wav,17.0
train\606ba258b3d14deb95fa92b027485259\mix_audio.wav,train\606ba258b3d14deb95fa92b027485259\first_speaker.wav,train\606ba258b3d14deb95fa92b027485259\second_speaker.wav,15.0
train\39560acfa54648afbab57243eed0379d\mix_audio.wav,train\39560acfa54648afbab57243eed0379d\first_speaker.wav,train\39560acfa54648afbab57243eed0379d\second_speaker.wav,17.0
train\65ab8b597f354d49830873f5c883e6f9\mix_audio.wav,train\65ab8b597f354d49830873f5c883e6f9\first_speaker.wav,train\65ab8b597f354d49830873f5c883e6f9\second_speaker.wav,16.0
train\19f11b6c8b014c4e933cd0bc7555e2f9\mix_audio.wav,train\19f11b6c8b014c4e933cd0bc7555e2f9\first_speaker.wav,train\19f11b6c8b014c4e933cd0bc7555e2f9\second_speaker.wav,17.0
train\b596bf4be923435896d7637cb3aa2eb7\mix_audio.wav,train\b596bf4be923435896d7637cb3aa2eb7\first_speaker.wav,train\b596bf4be923435896d7637cb3aa2eb7\second_speaker.wav,15.0
train\d85a0cfa515049f9b5f8a199ea3126ca\mix_audio.wav,train\d85a0cfa515049f9b5f8a199ea3126ca\first_speaker.wav,train\d85a0cfa515049f9b5f8a199ea3126ca\second_speaker.wav,19.0
train\34eddb93d60f40cc90896edf3e3a4bcf\mix_audio.wav,train\34eddb93d60f40cc90896edf3e3a4bcf\first_speaker.wav,train\34eddb93d60f40cc90896edf3e3a4bcf\second_speaker.wav,20.0
train\a70ec4ae411a4afb819ef1a9d5c664b2\mix_audio.wav,train\a70ec4ae411a4afb819ef1a9d5c664b2\first_speaker.wav,train\a70ec4ae411a4afb819ef1a9d5c664b2\second_speaker.wav,18.0
train\8c8d5187976746c6b8ac7b80d8b6dc57\mix_audio.wav,train\8c8d5187976746c6b8ac7b80d8b6dc57\first_speaker.wav,train\8c8d5187976746c6b8ac7b80d8b6dc57\second_speaker.wav,16.0
train\3b4784b725db49ad832425abc8eb1d95\mix_audio.wav,train\3b4784b725db49ad832425abc8eb1d95\first_speaker.wav,train\3b4784b725db49ad832425abc8eb1d95\second_speaker.wav,19.0
train\b978ac876c5442f4809249b1b0ddad1a\mix_audio.wav,train\b978ac876c5442f4809249b1b0ddad1a\first_speaker.wav,train\b978ac876c5442f4809249b1b0ddad1a\second_speaker.wav,16.0
train\59a823e9d2f04f599e25a79610b6e928\mix_audio.wav,train\59a823e9d2f04f599e25a79610b6e928\first_speaker.wav,train\59a823e9d2f04f599e25a79610b6e928\second_speaker.wav,19.0
train\bc2d9534ab9a43529e400268f7b1ab8c\mix_audio.wav,train\bc2d9534ab9a43529e400268f7b1ab8c\first_speaker.wav,train\bc2d9534ab9a43529e400268f7b1ab8c\second_speaker.wav,15.0
train\a54b5bfadbce45f1b0ccc265570c762c\mix_audio.wav,train\a54b5bfadbce45f1b0ccc265570c762c\first_speaker.wav,train\a54b5bfadbce45f1b0ccc265570c762c\second_speaker.wav,19.0
train\cbf31c7e032c4638af2a9996f4ed8df1\mix_audio.wav,train\cbf31c7e032c4638af2a9996f4ed8df1\first_speaker.wav,train\cbf31c7e032c4638af2a9996f4ed8df1\second_speaker.wav,17.0
train\9c945eaa1cd340118f94b308fc660604\mix_audio.wav,train\9c945eaa1cd340118f94b308fc660604\first_speaker.wav,train\9c945eaa1cd340118f94b308fc660604\second_speaker.wav,16.0
train\7e0081d2465f43e5875bc3187dcba7f2\mix_audio.wav,train\7e0081d2465f43e5875bc3187dcba7f2\first_speaker.wav,train\7e0081d2465f43e5875bc3187dcba7f2\second_speaker.wav,17.0
train\e8425f518ac1480e9102e98b8159b3d8\mix_audio.wav,train\e8425f518ac1480e9102e98b8159b3d8\first_speaker.wav,train\e8425f518ac1480e9102e98b8159b3d8\second_speaker.wav,16.0
train\eaebecc7bab84ee1ad6b3c4dcfa9b864\mix_audio.wav,train\eaebecc7bab84ee1ad6b3c4dcfa9b864\first_speaker.wav,train\eaebecc7bab84ee1ad6b3c4dcfa9b864\second_speaker.wav,15.0
train\d6892aff500040b2b75d15c7a744b7db\mix_audio.wav,train\d6892aff500040b2b75d15c7a744b7db\first_speaker.wav,train\d6892aff500040b2b75d15c7a744b7db\second_speaker.wav,17.0
train\151cae8b495442fbb542baeb9eec84a9\mix_audio.wav,train\151cae8b495442fbb542baeb9eec84a9\first_speaker.wav,train\151cae8b495442fbb542baeb9eec84a9\second_speaker.wav,18.0
train\425b74473f46460d976a6fc95dc9afcf\mix_audio.wav,train\425b74473f46460d976a6fc95dc9afcf\first_speaker.wav,train\425b74473f46460d976a6fc95dc9afcf\second_speaker.wav,16.0
train\a3d9738a4d8a4485901972ce0f14f591\mix_audio.wav,train\a3d9738a4d8a4485901972ce0f14f591\first_speaker.wav,train\a3d9738a4d8a4485901972ce0f14f591\second_speaker.wav,19.0
train\b1a3934c6a034982a6543791605fa9ae\mix_audio.wav,train\b1a3934c6a034982a6543791605fa9ae\first_speaker.wav,train\b1a3934c6a034982a6543791605fa9ae\second_speaker.wav,17.0
train\859b2c6836cf489387965eac4aca04e8\mix_audio.wav,train\859b2c6836cf489387965eac4aca04e8\first_speaker.wav,train\859b2c6836cf489387965eac4aca04e8\second_speaker.wav,19.0
train\38ea673e438d4c75b9f3360d92ff13b0\mix_audio.wav,train\38ea673e438d4c75b9f3360d92ff13b0\first_speaker.wav,train\38ea673e438d4c75b9f3360d92ff13b0\second_speaker.wav,15.0
train\5b3de5eea1a74e739a67ada729f5caad\mix_audio.wav,train\5b3de5eea1a74e739a67ada729f5caad\first_speaker.wav,train\5b3de5eea1a74e739a67ada729f5caad\second_speaker.wav,19.0
train\39d50a2f0eb7409eb8b93248ed2090a6\mix_audio.wav,train\39d50a2f0eb7409eb8b93248ed2090a6\first_speaker.wav,train\39d50a2f0eb7409eb8b93248ed2090a6\second_speaker.wav,20.0
train\799b84d15d4549bebf4bd3a8c1a242a0\mix_audio.wav,train\799b84d15d4549bebf4bd3a8c1a242a0\first_speaker.wav,train\799b84d15d4549bebf4bd3a8c1a242a0\second_speaker.wav,16.0
train\43b892dea3ca40e5b52105afc3821968\mix_audio.wav,train\43b892dea3ca40e5b52105afc3821968\first_speaker.wav,train\43b892dea3ca40e5b52105afc3821968\second_speaker.wav,20.0
train\d445280c819c4b53b09061870599684d\mix_audio.wav,train\d445280c819c4b53b09061870599684d\first_speaker.wav,train\d445280c819c4b53b09061870599684d\second_speaker.wav,18.0
train\13caea2477db44b99cba8d096a8ce7ea\mix_audio.wav,train\13caea2477db44b99cba8d096a8ce7ea\first_speaker.wav,train\13caea2477db44b99cba8d096a8ce7ea\second_speaker.wav,19.0
train\a514bdd9509d4beb8254de0065de0b6c\mix_audio.wav,train\a514bdd9509d4beb8254de0065de0b6c\first_speaker.wav,train\a514bdd9509d4beb8254de0065de0b6c\second_speaker.wav,19.0
train\bb8692156dda4790a3bd735559f19a9e\mix_audio.wav,train\bb8692156dda4790a3bd735559f19a9e\first_speaker.wav,train\bb8692156dda4790a3bd735559f19a9e\second_speaker.wav,18.0
train\a89a5d4f243f47febd17cf8f9d4ddab3\mix_audio.wav,train\a89a5d4f243f47febd17cf8f9d4ddab3\first_speaker.wav,train\a89a5d4f243f47febd17cf8f9d4ddab3\second_speaker.wav,20.0
train\c5a249d381614191b8e660843301d7fb\mix_audio.wav,train\c5a249d381614191b8e660843301d7fb\first_speaker.wav,train\c5a249d381614191b8e660843301d7fb\second_speaker.wav,15.0
train\df95e74d83214d57a67e84a6a8b6feb4\mix_audio.wav,train\df95e74d83214d57a67e84a6a8b6feb4\first_speaker.wav,train\df95e74d83214d57a67e84a6a8b6feb4\second_speaker.wav,16.0
train\9c83bfca870140279463479d03d6012d\mix_audio.wav,train\9c83bfca870140279463479d03d6012d\first_speaker.wav,train\9c83bfca870140279463479d03d6012d\second_speaker.wav,18.0
train\e50b4aedb29e4eefb872b7d17405d277\mix_audio.wav,train\e50b4aedb29e4eefb872b7d17405d277\first_speaker.wav,train\e50b4aedb29e4eefb872b7d17405d277\second_speaker.wav,15.0
train\fe2a0018c91f40898484b146587a9176\mix_audio.wav,train\fe2a0018c91f40898484b146587a9176\first_speaker.wav,train\fe2a0018c91f40898484b146587a9176\second_speaker.wav,20.0
train\e933f7cf2bbf4a729ff3794eee2490fe\mix_audio.wav,train\e933f7cf2bbf4a729ff3794eee2490fe\first_speaker.wav,train\e933f7cf2bbf4a729ff3794eee2490fe\second_speaker.wav,17.0
train\f1b30a47822146e593b7b6c9f0af5259\mix_audio.wav,train\f1b30a47822146e593b7b6c9f0af5259\first_speaker.wav,train\f1b30a47822146e593b7b6c9f0af5259\second_speaker.wav,19.0
train\62ad7f60fa464690a6fcb6ce456f76df\mix_audio.wav,train\62ad7f60fa464690a6fcb6ce456f76df\first_speaker.wav,train\62ad7f60fa464690a6fcb6ce456f76df\second_speaker.wav,17.0
train\efa0497a14fe45608d53df6ff5bf0f42\mix_audio.wav,train\efa0497a14fe45608d53df6ff5bf0f42\first_speaker.wav,train\efa0497a14fe45608d53df6ff5bf0f42\second_speaker.wav,15.0
train\cb63dd039a1842a78700a328dcc65008\mix_audio.wav,train\cb63dd039a1842a78700a328dcc65008\first_speaker.wav,train\cb63dd039a1842a78700a328dcc65008\second_speaker.wav,17.0
train\62ce855149974323b82de44f989fd396\mix_audio.wav,train\62ce855149974323b82de44f989fd396\first_speaker.wav,train\62ce855149974323b82de44f989fd396\second_speaker.wav,19.0
train\86749ebdd52b48a4b1560d82ace1d20e\mix_audio.wav,train\86749ebdd52b48a4b1560d82ace1d20e\first_speaker.wav,train\86749ebdd52b48a4b1560d82ace1d20e\second_speaker.wav,15.0
train\3bd743c0159142d4894ca6ecaa4034c6\mix_audio.wav,train\3bd743c0159142d4894ca6ecaa4034c6\first_speaker.wav,train\3bd743c0159142d4894ca6ecaa4034c6\second_speaker.wav,17.0
train\d2cdec77170b4bad8ffa016a67d589a8\mix_audio.wav,train\d2cdec77170b4bad8ffa016a67d589a8\first_speaker.wav,train\d2cdec77170b4bad8ffa016a67d589a8\second_speaker.wav,16.0
train\11a602a73e8844568795918d1f024c84\mix_audio.wav,train\11a602a73e8844568795918d1f024c84\first_speaker.wav,train\11a602a73e8844568795918d1f024c84\second_speaker.wav,17.0
train\f28dd81b82694c9a82e389e397ff42e1\mix_audio.wav,train\f28dd81b82694c9a82e389e397ff42e1\first_speaker.wav,train\f28dd81b82694c9a82e389e397ff42e1\second_speaker.wav,17.0
train\7d59258b58b749b99fa41cd181c14dd5\mix_audio.wav,train\7d59258b58b749b99fa41cd181c14dd5\first_speaker.wav,train\7d59258b58b749b99fa41cd181c14dd5\second_speaker.wav,17.0
train\6fb14bba389048b489f40eb3c8870d4f\mix_audio.wav,train\6fb14bba389048b489f40eb3c8870d4f\first_speaker.wav,train\6fb14bba389048b489f40eb3c8870d4f\second_speaker.wav,20.0
train\9d9e30976eed4c229860c5b5c02f949b\mix_audio.wav,train\9d9e30976eed4c229860c5b5c02f949b\first_speaker.wav,train\9d9e30976eed4c229860c5b5c02f949b\second_speaker.wav,19.0
train\a1996c30e2a44606abd0efb4f609becd\mix_audio.wav,train\a1996c30e2a44606abd0efb4f609becd\first_speaker.wav,train\a1996c30e2a44606abd0efb4f609becd\second_speaker.wav,18.0
train\0bd9ede7a6c144c6b82e86195c900e12\mix_audio.wav,train\0bd9ede7a6c144c6b82e86195c900e12\first_speaker.wav,train\0bd9ede7a6c144c6b82e86195c900e12\second_speaker.wav,19.0
train\05401313c50344008b8bb5f249299b84\mix_audio.wav,train\05401313c50344008b8bb5f249299b84\first_speaker.wav,train\05401313c50344008b8bb5f249299b84\second_speaker.wav,19.0
train\2cfc1456adc04db08f032653d79b3fa8\mix_audio.wav,train\2cfc1456adc04db08f032653d79b3fa8\first_speaker.wav,train\2cfc1456adc04db08f032653d79b3fa8\second_speaker.wav,17.0
train\c125e253090d435dbd59c5d2f6f27e46\mix_audio.wav,train\c125e253090d435dbd59c5d2f6f27e46\first_speaker.wav,train\c125e253090d435dbd59c5d2f6f27e46\second_speaker.wav,20.0
train\2541fa0721594382bede8b3d055cdf69\mix_audio.wav,train\2541fa0721594382bede8b3d055cdf69\first_speaker.wav,train\2541fa0721594382bede8b3d055cdf69\second_speaker.wav,18.0
train\997528a660314143b86a87a0b7f5580e\mix_audio.wav,train\997528a660314143b86a87a0b7f5580e\first_speaker.wav,train\997528a660314143b86a87a0b7f5580e\second_speaker.wav,18.0
train\88f9e96520204abcb503b9738c9a456c\mix_audio.wav,train\88f9e96520204abcb503b9738c9a456c\first_speaker.wav,train\88f9e96520204abcb503b9738c9a456c\second_speaker.wav,15.0
train\85ce641c1ff5410ab2611b0957bfb697\mix_audio.wav,train\85ce641c1ff5410ab2611b0957bfb697\first_speaker.wav,train\85ce641c1ff5410ab2611b0957bfb697\second_speaker.wav,15.0
train\7f86b4d836544a76b9b84b1004d9e3b8\mix_audio.wav,train\7f86b4d836544a76b9b84b1004d9e3b8\first_speaker.wav,train\7f86b4d836544a76b9b84b1004d9e3b8\second_speaker.wav,19.0
train\e96006cd6a8b46c7b9792c569f3650cd\mix_audio.wav,train\e96006cd6a8b46c7b9792c569f3650cd\first_speaker.wav,train\e96006cd6a8b46c7b9792c569f3650cd\second_speaker.wav,17.0
train\b86c8891b9cb42d4a493c6b513ec618b\mix_audio.wav,train\b86c8891b9cb42d4a493c6b513ec618b\first_speaker.wav,train\b86c8891b9cb42d4a493c6b513ec618b\second_speaker.wav,20.0
train\023115afd3544e68bdddc200061a9acb\mix_audio.wav,train\023115afd3544e68bdddc200061a9acb\first_speaker.wav,train\023115afd3544e68bdddc200061a9acb\second_speaker.wav,20.0
train\fe91bd3defca4dfc91616e30ad75a771\mix_audio.wav,train\fe91bd3defca4dfc91616e30ad75a771\first_speaker.wav,train\fe91bd3defca4dfc91616e30ad75a771\second_speaker.wav,17.0
train\e5c77203bacb459dad53883d4615ae0b\mix_audio.wav,train\e5c77203bacb459dad53883d4615ae0b\first_speaker.wav,train\e5c77203bacb459dad53883d4615ae0b\second_speaker.wav,20.0
train\39ed47e5fc98421ca2097674f93e0af3\mix_audio.wav,train\39ed47e5fc98421ca2097674f93e0af3\first_speaker.wav,train\39ed47e5fc98421ca2097674f93e0af3\second_speaker.wav,20.0
train\fba41470858344bf92db9f2ad078cdde\mix_audio.wav,train\fba41470858344bf92db9f2ad078cdde\first_speaker.wav,train\fba41470858344bf92db9f2ad078cdde\second_speaker.wav,15.0
train\3c44e0705c744a0b8bb759b2578fcf68\mix_audio.wav,train\3c44e0705c744a0b8bb759b2578fcf68\first_speaker.wav,train\3c44e0705c744a0b8bb759b2578fcf68\second_speaker.wav,20.0
train\d97b291bf944499da51342c06463b989\mix_audio.wav,train\d97b291bf944499da51342c06463b989\first_speaker.wav,train\d97b291bf944499da51342c06463b989\second_speaker.wav,20.0
train\a73c8e288f7d4867a8b3f66aad48852d\mix_audio.wav,train\a73c8e288f7d4867a8b3f66aad48852d\first_speaker.wav,train\a73c8e288f7d4867a8b3f66aad48852d\second_speaker.wav,16.0
train\80edd21893b24ed0b9ef3b987ebb9dc9\mix_audio.wav,train\80edd21893b24ed0b9ef3b987ebb9dc9\first_speaker.wav,train\80edd21893b24ed0b9ef3b987ebb9dc9\second_speaker.wav,15.0
train\f4863e13e5b44031ba0581611014f408\mix_audio.wav,train\f4863e13e5b44031ba0581611014f408\first_speaker.wav,train\f4863e13e5b44031ba0581611014f408\second_speaker.wav,20.0
train\f8ea55c349c24a24bbd0b841b52ed3cb\mix_audio.wav,train\f8ea55c349c24a24bbd0b841b52ed3cb\first_speaker.wav,train\f8ea55c349c24a24bbd0b841b52ed3cb\second_speaker.wav,20.0
train\7a6d46b8746442c6a636f4a1a08360f7\mix_audio.wav,train\7a6d46b8746442c6a636f4a1a08360f7\first_speaker.wav,train\7a6d46b8746442c6a636f4a1a08360f7\second_speaker.wav,20.0
train\93c31c7300ac4d3db8122a39a09f23df\mix_audio.wav,train\93c31c7300ac4d3db8122a39a09f23df\first_speaker.wav,train\93c31c7300ac4d3db8122a39a09f23df\second_speaker.wav,19.0
train\2fbf5bdfab3d425eab77ad4e16d1eb47\mix_audio.wav,train\2fbf5bdfab3d425eab77ad4e16d1eb47\first_speaker.wav,train\2fbf5bdfab3d425eab77ad4e16d1eb47\second_speaker.wav,16.0
train\c48c5b8ee5e14693a2294d8720786a57\mix_audio.wav,train\c48c5b8ee5e14693a2294d8720786a57\first_speaker.wav,train\c48c5b8ee5e14693a2294d8720786a57\second_speaker.wav,15.0
train\0258b699402448ffa10a5be58be98fa3\mix_audio.wav,train\0258b699402448ffa10a5be58be98fa3\first_speaker.wav,train\0258b699402448ffa10a5be58be98fa3\second_speaker.wav,19.0
train\843a6178ad8248a294318bd5f12c3724\mix_audio.wav,train\843a6178ad8248a294318bd5f12c3724\first_speaker.wav,train\843a6178ad8248a294318bd5f12c3724\second_speaker.wav,18.0
train\bd24a79f40e846e8b26e726c06e00a55\mix_audio.wav,train\bd24a79f40e846e8b26e726c06e00a55\first_speaker.wav,train\bd24a79f40e846e8b26e726c06e00a55\second_speaker.wav,15.0
train\80bb7f86d3d04f6b88639573498471f3\mix_audio.wav,train\80bb7f86d3d04f6b88639573498471f3\first_speaker.wav,train\80bb7f86d3d04f6b88639573498471f3\second_speaker.wav,18.0
